name,slug,description,price,cost_price,category_slug,image_url,barcode,plu,sku,stock_quantity,low_stock_threshold,tax_rate,is_active
WINTER ITEMS:BICYCLE PLAYING CARDS 12 CT,winter-items-bicycle-playing-cards-12-ct,,20.99,18,winter-items-bicycle-playing-cards-12-ct,,1E+11,,073854024508,0,5,0,1
WINTER ITEMS:BIG LIGHTERS  50+3 CT,winter-items-big-lighters-503-ct,,34,25,winter-items-big-lighters-503-ct,,1E+11,,070330644809,-1,5,0,1
WINTER ITEMS:BIG TEXAS CINNAMON ROLL 12 CT,winter-items-big-texas-cinnamon-roll-12-ct,,11.99,9.58,winter-items-big-texas-cinnamon-roll-12-ct,,1E+11,,085264800757,0,5,0,1
WINTER ITEMS:BLACK & MILD APPLE PLASTIC TIP 5X10PC,winter-items-black-mild-apple-plastic-tip-5x10pc,,44.79,42.75,winter-items-black-mild-apple-plastic-tip-5x10pc,,1E+11,,070137500889,-2,5,0,1
WINTER ITEMS:BLACK & MILD CASINO WOOD TIP 25 CT,winter-items-black-mild-casino-wood-tip-25-ct,,22.99,22.1,winter-items-black-mild-casino-wood-tip-25-ct,,1E+11,,070137515623,0,5,0,1
WINTER ITEMS:BLACK & MILD FT SWEET 5/10 CT,winter-items-black-mild-ft-sweet-510-ct,,19.25,18,winter-items-black-mild-ft-sweet-510-ct,,1E+11,,070137513728,-6,5,0,1
WINTER ITEMS:Black & mild pack filter tip ft original 5/10 cy,winter-items-black-mild-pack-filter-tip-ft-original-510-cy,,19.99,0,winter-items-black-mild-pack-filter-tip-ft-original-510-cy,,1E+11,,,0,5,0,1
WINTER ITEMS:BLACK & MILDPACK FILTER TIP 10/5,winter-items-black-mildpack-filter-tip-105,,19.99,18.99,winter-items-black-mildpack-filter-tip-105,,1E+11,,,15,5,0,1
WINTER ITEMS:BLACK BULL DONT QUIT 24 POUCH,winter-items-black-bull-dont-quit-24-pouch,,34.99,28.5,winter-items-black-bull-dont-quit-24-pouch,,1E+11,,8.69942E+12,0,5,0,1
WINTER ITEMS:BLACK&MILLD JAZZ PLASTIC 5X10PC,winter-items-blackmilld-jazz-plastic-5x10pc,,37.25,34.8,winter-items-blackmilld-jazz-plastic-5x10pc,,1E+11,,070137515593,23,5,0,1
WINTER ITEMS:BLACK&MILLD JAZZ PLASTIC TIP 25 CT,winter-items-blackmilld-jazz-plastic-tip-25-ct,,22.99,21.58,winter-items-blackmilld-jazz-plastic-tip-25-ct,,1E+11,,070137511212,-16,5,0,1
WINTER ITEMS:BLACK&MILLD JAZZ WOOD TIP  25 CT,winter-items-blackmilld-jazz-wood-tip-25-ct,,26.5,24.73,winter-items-blackmilld-jazz-wood-tip-25-ct,,1E+11,,070137511229,-31,5,0,1
WINTER ITEMS:BLACK&MILLD JAZZ WOOD TIP  5X10PK,winter-items-blackmilld-jazz-wood-tip-5x10pk,,51.99,48.75,winter-items-blackmilld-jazz-wood-tip-5x10pk,,1E+11,,070137511168,20,5,0,1
WINTER ITEMS:BLACK&MILLD ORIGINAL  WOOD TIP  5X10PK,winter-items-blackmilld-original-wood-tip-5x10pk,,51.99,48.75,winter-items-blackmilld-original-wood-tip-5x10pk,,1E+11,,070137505259,-9,5,0,1
WINTER ITEMS:BLACK&MILLD ORIGINAL PLASTIC 5X10PK,winter-items-blackmilld-original-plastic-5x10pk,,45.99,42.75,winter-items-blackmilld-original-plastic-5x10pk,,1E+11,,070137500186,-16,5,0,1
WINTER ITEMS:BLACK&MILLD ORIGINAL PLASTIC TIP 25 CT,winter-items-blackmilld-original-plastic-tip-25-ct,,22.99,21.58,winter-items-blackmilld-original-plastic-tip-25-ct,,1E+11,,070137005186,-48,5,0,1
WINTER ITEMS:BLACK&MILLD ORIGINAL WOOD TIP  25 CT,winter-items-blackmilld-original-wood-tip-25-ct,,26.5,24.73,winter-items-blackmilld-original-wood-tip-25-ct,,1E+11,,070137525257,-5,5,0,1
WINTER ITEMS:BLACK&MILLD SWEET 99C 25 CT,winter-items-blackmilld-sweet-99c-25-ct,,19.99,15,winter-items-blackmilld-sweet-99c-25-ct,,1E+11,,070137514237,-5,5,0,1
WINTER ITEMS:BLACK&MILLD WINE  PLASTIC TIP 25 CT,winter-items-blackmilld-wine-plastic-tip-25-ct,,22.99,21.58,winter-items-blackmilld-wine-plastic-tip-25-ct,,1E+11,,070137005230,43,5,0,1
WINTER ITEMS:BLACK&MILLD WINE  WOOD TIP  5X10PK,winter-items-blackmilld-wine-wood-tip-5x10pk,,51.99,48.75,winter-items-blackmilld-wine-wood-tip-5x10pk,,1E+11,,070137505297,21,5,0,1
WINTER ITEMS:BLACK&MILLD WINE PLASTIC 5X10PK,winter-items-blackmilld-wine-plastic-5x10pk,,45.99,42.75,winter-items-blackmilld-wine-plastic-5x10pk,,1E+11,,070137500230,72,5,0,1
WINTER ITEMS:BLACK&MILLD WINE WOOD TIP  25 CT,winter-items-blackmilld-wine-wood-tip-25-ct,,26.5,24.73,winter-items-blackmilld-wine-wood-tip-25-ct,,1E+11,,070137525295,-11,5,0,1
WINTER ITEMS:BLISTEX LIP BALM .015 OZ GREEN BEDICATED 24 CT,winter-items-blistex-lip-balm-015-oz-green-bedicated-24-ct,,24.99,21.84,winter-items-blistex-lip-balm-015-oz-green-bedicated-24-ct,,1E+11,,00041388229287,0,5,0,1
WINTER ITEMS:BLISTEX LIP MEDEX 12 CT,winter-items-blistex-lip-medex-12-ct,,13.99,11.88,winter-items-blistex-lip-medex-12-ct,,1E+11,,4138891,8,5,0,1
WINTER ITEMS:BLK 2 FOR $1.49 BERRY 15 CT,winter-items-blk-2-for-149-berry-15-ct,,14.49,13,winter-items-blk-2-for-149-berry-15-ct,,1E+11,,025900325749,20,5,0,1
WINTER ITEMS:BLK 2 FOR $1.49 CHERRY 15 CT,winter-items-blk-2-for-149-cherry-15-ct,,14.49,13,winter-items-blk-2-for-149-cherry-15-ct,,1E+11,,025900325725,-2,5,0,1
WINTER ITEMS:BLK 2 FOR $1.49 GRAPE 15 CT,winter-items-blk-2-for-149-grape-15-ct,,14.49,13,winter-items-blk-2-for-149-grape-15-ct,,1E+11,,,-10,5,0,1
WINTER ITEMS:BLK 2 FOR $1.49 SMOOTH 15 CT,winter-items-blk-2-for-149-smooth-15-ct,,14.49,13,winter-items-blk-2-for-149-smooth-15-ct,,1E+11,,025900325718,70,5,0,1
WINTER ITEMS:BLK 2 FOR $1.49 WINE 15 CT,winter-items-blk-2-for-149-wine-15-ct,,14.49,13,winter-items-blk-2-for-149-wine-15-ct,,1E+11,,025900297695,-15,5,0,1
WINTER ITEMS:BLUE DEF FLUID 2.5GL 1 CT,winter-items-blue-def-fluid-25gl-1-ct,,13.49,11.25,winter-items-blue-def-fluid-25gl-1-ct,,1E+11,,,-7,5,0,1
WINTER ITEMS:BLUNT EFFECTS AIR FRESHNER 18 CT,winter-items-blunt-effects-air-freshner-18-ct,,29.99,26.46,winter-items-blunt-effects-air-freshner-18-ct,,1E+11,,078669871804,-4,5,0,1
WINTER ITEMS:BLUNT EFFECTS AIR FRSHNER SPRAY 50 CT,winter-items-blunt-effects-air-frshner-spray-50-ct,,79.99,71,winter-items-blunt-effects-air-frshner-spray-50-ct,,1E+11,,7.00786E+11,-4,5,0,1
WINTER ITEMS:BLUNT EFFECTS INCENSE 72 CT,winter-items-blunt-effects-incense-72-ct,,29.99,25.2,winter-items-blunt-effects-incense-72-ct,,1E+11,,,0,5,0,1
WINTER ITEMS:BLUNT EFFECTS INCENSE 72CT,winter-items-blunt-effects-incense-72ct,,28.99,25.2,winter-items-blunt-effects-incense-72ct,,1E+11,,087860098934,-1,5,0,1
WINTER ITEMS:BLUNT VILLE PINK DIVA  25 CT (NO PRICE),winter-items-blunt-ville-pink-diva-25-ct-no-price,,22.75,20.23,winter-items-blunt-ville-pink-diva-25-ct-no-price,,1E+11,,8.19721E+11,-35,5,0,1
WINTER ITEMS:BLUNTVILLE CIGRALLO $1.29 TRIPLE VANILLA 25 CT,winter-items-bluntville-cigrallo-129-triple-vanilla-25-ct,,17.99,16.5,winter-items-bluntville-cigrallo-129-triple-vanilla-25-ct,,1E+11,,8.19721E+11,-1,5,0,1
WINTER ITEMS:BLUNTVILLE CIGRALLO 1.29 PINK DIVA 25 CT,winter-items-bluntville-cigrallo-129-pink-diva-25-ct,,17.99,16.5,winter-items-bluntville-cigrallo-129-pink-diva-25-ct,,1E+11,,8.19721E+11,0,5,0,1
WINTER ITEMS:BLUNTVILLE CIGRALLO 25CT PIFF,winter-items-bluntville-cigrallo-25ct-piff,,18.99,0,winter-items-bluntville-cigrallo-25ct-piff,,1E+11,,8.19721E+11,0,5,0,1
WINTER ITEMS:BLUNTVILLE CIGRALLO TRIPLE VANILLA 25 CT (NO PRICE),winter-items-bluntville-cigrallo-triple-vanilla-25-ct-no-price,,22.75,21.23,winter-items-bluntville-cigrallo-triple-vanilla-25-ct-no-price,,1E+11,,8.19721E+11,16,5,0,1
WINTER ITEMS:BOB MARLEY ROLLING PAPERS 50 CT,winter-items-bob-marley-rolling-papers-50-ct,,27.49,26,winter-items-bob-marley-rolling-papers-50-ct,,1E+11,,8.5073E+11,-7,5,0,1
WINTER ITEMS:BOUNTY PAPER TOWEL 82-2 PLY SHEETS 12 CT,winter-items-bounty-paper-towel-82-2-ply-sheets-12-ct,,22.99,20.76,winter-items-bounty-paper-towel-82-2-ply-sheets-12-ct,,1E+11,,030772157145,-18,5,0,1
WINTER ITEMS:BOWL NOODLES HOT & SPICY 3.03 OZ 12 CT,winter-items-bowl-noodles-hot-spicy-303-oz-12-ct,,12.99,11.99,winter-items-bowl-noodles-hot-spicy-303-oz-12-ct,,1E+11,,00031146852086,0,5,0,1
WINTER ITEMS:BOWL NOODLES SPICY CHICKEN FLAVOUR 12CT,winter-items-bowl-noodles-spicy-chicken-flavour-12ct,,12.99,0,winter-items-bowl-noodles-spicy-chicken-flavour-12ct,,1E+11,,00031146852307,-4,5,0,1
WINTER ITEMS:BOWL NOODLES SPICY KIMCHI 3.03OZ,winter-items-bowl-noodles-spicy-kimchi-303oz,,12.99,11.99,winter-items-bowl-noodles-spicy-kimchi-303oz,,1E+11,,00031146852062,-3,5,0,1
WINTER ITEMS:BULDAK SPICY RAMEN NOODLES 6 CT,winter-items-buldak-spicy-ramen-noodles-6-ct,,9.99,0,winter-items-buldak-spicy-ramen-noodles-6-ct,,1E+11,,8.80107E+12,0,5,0,1
WINTER ITEMS:CALI  UL8000 FROZEN LUSH - 6 PCS,winter-items-cali-ul8000-frozen-lush---6-pcs,,70,41,winter-items-cali-ul8000-frozen-lush---6-pcs,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI 8000 POLAR ICE 6 CT,winter-items-cali-8000-polar-ice-6-ct,,70,0,winter-items-cali-8000-polar-ice-6-ct,,1E+11,,,0,5,0,1
WINTER ITEMS:CALI UL20000  FCUKING FAB 6CT,winter-items-cali-ul20000-fcuking-fab-6ct,,57,52,winter-items-cali-ul20000-fcuking-fab-6ct,,1E+11,,7.41655E+11,0,5,0,1
WINTER ITEMS:CALI UL20000  FROZEN  PEACH 6CT,winter-items-cali-ul20000-frozen-peach-6ct,,57,52,winter-items-cali-ul20000-frozen-peach-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000  STRAWBERRY MANGO 6CT,winter-items-cali-ul20000-strawberry-mango-6ct,,57,52,winter-items-cali-ul20000-strawberry-mango-6ct,,1E+11,,7.41655E+11,0,5,0,1
WINTER ITEMS:CALI UL20000  STRAWBERRY WATERMELON 6CT,winter-items-cali-ul20000-strawberry-watermelon-6ct,,57,52,winter-items-cali-ul20000-strawberry-watermelon-6ct,,1E+11,,7.64047E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 BAJA BLAST 6CT,winter-items-cali-ul20000-baja-blast-6ct,,57,52,winter-items-cali-ul20000-baja-blast-6ct,,1E+11,,7.64047E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 BLUE MINT 6CT,winter-items-cali-ul20000-blue-mint-6ct,,57,52,winter-items-cali-ul20000-blue-mint-6ct,,1E+11,,7.41655E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 BLUEBERRY WATERMELON 6CT,winter-items-cali-ul20000-blueberry-watermelon-6ct,,57,52,winter-items-cali-ul20000-blueberry-watermelon-6ct,,1E+11,,7.41655E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 FROZEN APPLE WATERMELON 6CT,winter-items-cali-ul20000-frozen-apple-watermelon-6ct,,57,52,winter-items-cali-ul20000-frozen-apple-watermelon-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 FROZEN BLACKBERRY 6CT,winter-items-cali-ul20000-frozen-blackberry-6ct,,57,52,winter-items-cali-ul20000-frozen-blackberry-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 FROZEN GRAPE 6CT,winter-items-cali-ul20000-frozen-grape-6ct,,57,52,winter-items-cali-ul20000-frozen-grape-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 FROZEN KIWI LEMONADE 6CT,winter-items-cali-ul20000-frozen-kiwi-lemonade-6ct,,57,52,winter-items-cali-ul20000-frozen-kiwi-lemonade-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 FROZEN LUSH 6CT,winter-items-cali-ul20000-frozen-lush-6ct,,57,52,winter-items-cali-ul20000-frozen-lush-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 FROZEN WATERMELON 6CT,winter-items-cali-ul20000-frozen-watermelon-6ct,,57,52,winter-items-cali-ul20000-frozen-watermelon-6ct,,1E+11,,7.16841E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 SOUR BLUE DUST 6CT,winter-items-cali-ul20000-sour-blue-dust-6ct,,57,52,winter-items-cali-ul20000-sour-blue-dust-6ct,,1E+11,,7.41655E+11,0,5,0,1
WINTER ITEMS:CALI UL20000 TROPICAL BLAST 6CT,winter-items-cali-ul20000-tropical-blast-6ct,,57,52,winter-items-cali-ul20000-tropical-blast-6ct,,1E+11,,7.41655E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN  BLACKBERRY 3%  6CT,winter-items-cali-ul8000-frozen-blackberry-3-6ct,,48,45,winter-items-cali-ul8000-frozen-blackberry-3-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN  BLUE RASPBERRY 3%  6CT,winter-items-cali-ul8000-frozen-blue-raspberry-3-6ct,,48,45,winter-items-cali-ul8000-frozen-blue-raspberry-3-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN BLACKBERRY 6CT,winter-items-cali-ul8000-frozen-blackberry-6ct,,63,45,winter-items-cali-ul8000-frozen-blackberry-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN BLUE RASPBERRY 6CT,winter-items-cali-ul8000-frozen-blue-raspberry-6ct,,48,45,winter-items-cali-ul8000-frozen-blue-raspberry-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN KIWI LEMONADE 6CT,winter-items-cali-ul8000-frozen-kiwi-lemonade-6ct,,45,45,winter-items-cali-ul8000-frozen-kiwi-lemonade-6ct,,1E+11,,6.43782E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN LUSH 6CT,winter-items-cali-ul8000-frozen-lush-6ct,,63,45,winter-items-cali-ul8000-frozen-lush-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN WATERMELON 3%  6CT,winter-items-cali-ul8000-frozen-watermelon-3-6ct,,48,45,winter-items-cali-ul8000-frozen-watermelon-3-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 FROZEN WATERMELON 6CT,winter-items-cali-ul8000-frozen-watermelon-6ct,,48,45,winter-items-cali-ul8000-frozen-watermelon-6ct,,1E+11,,6.43782E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 L.A.MINT 6CT,winter-items-cali-ul8000-lamint-6ct,,48,45,winter-items-cali-ul8000-lamint-6ct,,1E+11,,6.43782E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 MIGHTY  MINT 6CT,winter-items-cali-ul8000-mighty-mint-6ct,,63,45,winter-items-cali-ul8000-mighty-mint-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 MIGHTY MINT 3%  6CT,winter-items-cali-ul8000-mighty-mint-3-6ct,,48,45,winter-items-cali-ul8000-mighty-mint-3-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 STRAWBERRY KIWI 3%  6CT,winter-items-cali-ul8000-strawberry-kiwi-3-6ct,,48,45,winter-items-cali-ul8000-strawberry-kiwi-3-6ct,,1E+11,,6.79771E+11,0,5,0,1
WINTER ITEMS:CALI UL8000 TRIPLE BERRY 6CT,winter-items-cali-ul8000-triple-berry-6ct,,48,45,winter-items-cali-ul8000-triple-berry-6ct,,1E+11,,6.43782E+11,0,5,0,1
WINTER ITEMS:CANDY BIG RED 10CT,winter-items-candy-big-red-10ct,,11.49,9.9,winter-items-candy-big-red-10ct,,1E+11,,022000106995,0,5,0,1
WINTER ITEMS:CANDY EXTRA CLASSIC BUBBLE 10CT,winter-items-candy-extra-classic-bubble-10ct,,12.99,11.25,winter-items-candy-extra-classic-bubble-10ct,,1E+11,,022000159489,-1,5,0,1
WINTER ITEMS:CANDY EXTRA SMOOTH MINT 10CT,winter-items-candy-extra-smooth-mint-10ct,,12.99,11.25,winter-items-candy-extra-smooth-mint-10ct,,1E+11,,022000121523,-1,5,0,1
WINTER ITEMS:CANDY HUBBA BUBBA MAX 18 CT STRAWBERRY WATERMELON,winter-items-candy-hubba-bubba-max-18-ct-strawberry-watermelon,,12.99,11.8,winter-items-candy-hubba-bubba-max-18-ct-strawberry-watermelon,,1E+11,,022000100641,0,5,0,1
WINTER ITEMS:CANDY JUICY FRUIT 10CT,winter-items-candy-juicy-fruit-10ct,,11.99,9.9,winter-items-candy-juicy-fruit-10ct,,1E+11,,022000106988,0,5,0,1
WINTER ITEMS:CANDY REESES KING SIZE 4 PENUT BUTTER CUPS 24CT,winter-items-candy-reeses-king-size-4-penut-butter-cups-24ct,,37.99,32,winter-items-candy-reeses-king-size-4-penut-butter-cups-24ct,,1E+11,,034000480005,-5,5,0,1
WINTER ITEMS:CAR MEX LIP BALM 12 CT,winter-items-car-mex-lip-balm-12-ct,,14.99,13.44,winter-items-car-mex-lip-balm-12-ct,,1E+11,,083078123116,2,5,0,1
WINTER ITEMS:CARMEX LIP BALM TUBE 12 CT,winter-items-carmex-lip-balm-tube-12-ct,,15.5,12.72,winter-items-carmex-lip-balm-tube-12-ct,,1E+11,,083078123147,2,5,0,1
WINTER ITEMS:CHAPSTICK 28 CT TENT DISPLAY CARD,winter-items-chapstick-28-ct-tent-display-card,,39.99,34,winter-items-chapstick-28-ct-tent-display-card,,1E+11,,229000010620264053JA9,0,5,0,1
WINTER ITEMS:CHAPSTICK LIP BALM  CLASIC ORIGINAL 12 CT,winter-items-chapstick-lip-balm-clasic-original-12-ct,,16.99,14.99,winter-items-chapstick-lip-balm-clasic-original-12-ct,,1E+11,,3.05731E+11,0,5,0,1
WINTER ITEMS:CHAPSTICK LIP BALM FISH BOWL ASSORTED 72 CT,winter-items-chapstick-lip-balm-fish-bowl-assorted-72-ct,,114.99,97.2,winter-items-chapstick-lip-balm-fish-bowl-assorted-72-ct,,1E+11,,,0,5,0,1
WINTER ITEMS:CHAPSTICK MOISTURIZER 1 PK 12 CT,winter-items-chapstick-moisturizer-1-pk-12-ct,,17.99,14.88,winter-items-chapstick-moisturizer-1-pk-12-ct,,1E+11,,3.05731E+11,-2,5,0,1
WINTER ITEMS:CHAPSTICK1 PK CHERRY 12 CT,winter-items-chapstick1-pk-cherry-12-ct,,17.99,14.88,winter-items-chapstick1-pk-cherry-12-ct,,1E+11,,3.05731E+11,-3,5,0,1
WINTER ITEMS:CHAPSTICK1PK STRAWBERRY 12 CT,winter-items-chapstick1pk-strawberry-12-ct,,17.99,14.88,winter-items-chapstick1pk-strawberry-12-ct,,1E+11,,3.05731E+11,-1,5,0,1
WINTER ITEMS:CHARMS BLOW POP ASSORTED 100 CT,winter-items-charms-blow-pop-assorted-100-ct,,14.99,14,winter-items-charms-blow-pop-assorted-100-ct,,1E+11,,014200338696,6,5,0,1
WINTER ITEMS:CHIPS AHOY KING SIZE 3.75 OZ 8 CT,winter-items-chips-ahoy-king-size-375-oz-8-ct,,10.99,9,winter-items-chips-ahoy-king-size-375-oz-8-ct,,1E+11,,044000056933,8,5,0,1
WINTER ITEMS:CHORE BOY COPPER SCRUBBER 36 CT,winter-items-chore-boy-copper-scrubber-36-ct,,27.99,23.4,winter-items-chore-boy-copper-scrubber-36-ct,,1E+11,,,0,5,0,1
WINTER ITEMS:CHOW MEIN TERIYAKI BEEF 8 CT,winter-items-chow-mein-teriyaki-beef-8-ct,,12.99,0,winter-items-chow-mein-teriyaki-beef-8-ct,,1E+11,,070662182734,0,5,0,1
WINTER ITEMS:CHUNKY 24 CT,winter-items-chunky-24-ct,,21.99,18,winter-items-chunky-24-ct,,1E+11,,099900841271,0,5,0,1
WINTER ITEMS:CLARITIN TABLETS 10 MG 25 CT,winter-items-claritin-tablets-10-mg-25-ct,,28.5,27.5,winter-items-claritin-tablets-10-mg-25-ct,,1E+11,,570,-3,5,0,1
WINTER ITEMS:CLOROX BLEACH 1.8 LT REGULAR CONCENTRATED 8 CT,winter-items-clorox-bleach-18-lt-regular-concentrated-8-ct,,32.99,27.92,winter-items-clorox-bleach-18-lt-regular-concentrated-8-ct,,1E+11,,,0,5,0,1
WINTER ITEMS:CLOROX BLEACH 500 ML TRIPLE ACTION 20 CT,winter-items-clorox-bleach-500-ml-triple-action-20-ct,,23.99,20,winter-items-clorox-bleach-500-ml-triple-action-20-ct,,1E+11,,,-12,5,0,1
WINTER ITEMS:CLOROX BLEACH 930 ML REGULAR CONCENTRATED 15 CT,winter-items-clorox-bleach-930-ml-regular-concentrated-15-ct,,25.99,21.45,winter-items-clorox-bleach-930-ml-regular-concentrated-15-ct,,1E+11,,,-18,5,0,1
WINTER ITEMS:CRUNCH 4 PCS SHARE PACK 2.075 OZ 18 CT,winter-items-crunch-4-pcs-share-pack-2075-oz-18-ct,,27.99,23.5,winter-items-crunch-4-pcs-share-pack-2075-oz-18-ct,,1E+11,,099900713189,-2,5,0,1
WINTER ITEMS:DAVID SUNFLOWERS SEEDS NACHO CHEESE 69C 36 CT,winter-items-david-sunflowers-seeds-nacho-cheese-69c-36-ct,,12.99,11,winter-items-david-sunflowers-seeds-nacho-cheese-69c-36-ct,,1E+11,,026200012452,-6,5,0,1
WINTER ITEMS:DAVID SUNFLOWERS SEEDS ORIGINAL 69C 36 CT,winter-items-david-sunflowers-seeds-original-69c-36-ct,,12.99,11,winter-items-david-sunflowers-seeds-original-69c-36-ct,,1E+11,,026200012155,-2,5,0,1
WINTER ITEMS:DAYQUIL COLD & FLUE 32/2 CT,winter-items-dayquil-cold-flue-322-ct,,29.99,27.99,winter-items-dayquil-cold-flue-322-ct,,1E+11,,2.03239E+13,-5,5,0,1
WINTER ITEMS:DENTYNE ICE SPEARMINT 9CT,winter-items-dentyne-ice-spearmint-9ct,,10.99,9.23,winter-items-dentyne-ice-spearmint-9ct,,1E+11,,012546097291,0,5,0,1
WINTER ITEMS:DENTYNE ICE WINTER CHILL 16 PCS 9 CT,winter-items-dentyne-ice-winter-chill-16-pcs-9-ct,,9.99,7.5,winter-items-dentyne-ice-winter-chill-16-pcs-9-ct,,1E+11,,073390050054,18,5,0,1
WINTER ITEMS:DOUBLE APLATINUM WRAPS APPLE MARTINI 2/25 CT,winter-items-double-aplatinum-wraps-apple-martini-225-ct,,12.79,11.98,winter-items-double-aplatinum-wraps-apple-martini-225-ct,,1E+11,,6.44536E+11,0,5,0,1
WINTER ITEMS:DOUBLE APLATINUM WRAPS KUSH  2/25 CT,winter-items-double-aplatinum-wraps-kush-225-ct,,12.79,11.98,winter-items-double-aplatinum-wraps-kush-225-ct,,1E+11,,6.44536E+11,-2,5,0,1
WINTER ITEMS:DOUBLE APLATINUM WRAPS PEACH  2/25 CT,winter-items-double-aplatinum-wraps-peach-225-ct,,12.79,11.98,winter-items-double-aplatinum-wraps-peach-225-ct,,1E+11,,6.44536E+11,-1,5,0,1
WINTER ITEMS:DOUBLE APLATINUM WRAPS ZERO  2/25 CT,winter-items-double-aplatinum-wraps-zero-225-ct,,15.49,14.48,winter-items-double-aplatinum-wraps-zero-225-ct,,1E+11,,6.44536E+11,0,5,0,1
WINTER ITEMS:DOUBLE PLATINUM WRAPS BERRIES  2/25 CT,winter-items-double-platinum-wraps-berries-225-ct,,14.99,14.48,winter-items-double-platinum-wraps-berries-225-ct,,1E+11,,6.44536E+11,0,5,0,1
WINTER ITEMS:DOUBLEMINT BIG 15 STICKS 10 CT,winter-items-doublemint-big-15-sticks-10-ct,,11.99,10,winter-items-doublemint-big-15-sticks-10-ct,,1E+11,,,-2,5,0,1
WINTER ITEMS:DURACELL AA 2PK 14 CT,winter-items-duracell-aa-2pk-14-ct,,24.99,22.12,winter-items-duracell-aa-2pk-14-ct,,1E+11,,00041333087610,-7,5,0,1
WINTER ITEMS:DUTCH MASTER PALMA 55 CT,winter-items-dutch-master-palma-55-ct,,58.99,55.08,winter-items-dutch-master-palma-55-ct,,1E+11,,071610501546,0,5,0,1
WINTER ITEMS:E- Z WIDER DOUBLE WIDE,winter-items-e--z-wider-double-wide,,38.99,0,winter-items-e--z-wider-double-wide,,1E+11,,,0,5,0,1
WINTER ITEMS:EAT PERKS 4 TABLETS CLASSIC 100MG 10 CT,winter-items-eat-perks-4-tablets-classic-100mg-10-ct,,120,95,winter-items-eat-perks-4-tablets-classic-100mg-10-ct,,1E+11,,7.21702E+11,0,5,0,1
WINTER ITEMS:EAT PERKS TABLETS KIWI DRAGON FRUIT 100MG 10 CT,winter-items-eat-perks-tablets-kiwi-dragon-fruit-100mg-10-ct,,120,95,winter-items-eat-perks-tablets-kiwi-dragon-fruit-100mg-10-ct,,1E+11,,7.85034E+11,0,5,0,1
WINTER ITEMS:EAT PERKS TABLETS MIXED BERRY 100MG 10 CT,winter-items-eat-perks-tablets-mixed-berry-100mg-10-ct,,120,95,winter-items-eat-perks-tablets-mixed-berry-100mg-10-ct,,1E+11,,7.21702E+11,0,5,0,1
WINTER ITEMS:EDP 7OH SHOTS 50MG 30ML 12CT,winter-items-edp-7oh-shots-50mg-30ml-12ct,,89,85,winter-items-edp-7oh-shots-50mg-30ml-12ct,,1E+11,,6.1587E+11,-9,5,0,1
WINTER ITEMS:EXCEDRIN MIGRAN PAIN RELIEVER 25 CT,winter-items-excedrin-migran-pain-reliever-25-ct,,9.99,9.5,winter-items-excedrin-migran-pain-reliever-25-ct,,1E+11,,7.31946E+11,0,5,0,1
WINTER ITEMS:FOAM CUP 16 OZ 12/16CT,winter-items-foam-cup-16-oz-1216ct,,14.99,12.99,winter-items-foam-cup-16-oz-1216ct,,1E+11,,1.00206E+13,0,5,0,1
WINTER ITEMS:FOAM PLATE 20/25 CT,winter-items-foam-plate-2025-ct,,21.99,20,winter-items-foam-plate-2025-ct,,1E+11,,1.74686E+13,0,5,0,1
WINTER ITEMS:GAS CAN 5 GALLON BRIGGS&STRATTON,winter-items-gas-can-5-gallon-briggsstratton,,12.5,10.5,winter-items-gas-can-5-gallon-briggsstratton,,1E+11,,060534840534,-3,5,0,1
